"","caseid","child_id","age_child","mother_id","first_born","sex_child","child_residence","child_alive","marital_status","union_status","num_union_status","age_cohabitation","first_sex","edu_level_mother","num_trips","owner_house","wealth_index","type_residence","traveled_12","partners_education","currently_working","literacy","current_age_respondent","type_dejure_residence","age_first_sex","worked_12_temp","worked_12","child_foster"
"213","061255  1","01",15,"0612551",0,2,0,1,5,2,1,18,18,1,40,0,3,1,0,1,1,0,41,1,18,2,1,0
"214","061255  2","01",10,"0612552",0,1,0,1,5,2,1,18,15,2,0,0,3,1,0,1,1,2,36,1,15,2,1,0
"215","061214  5","01",4,"0612145",0,2,0,1,1,1,1,13,13,1,0,0,4,1,0,2,0,0,26,1,13,0,0,0
"216","061273  2","01",2,"0612732",0,1,0,1,2,1,2,17,16,2,3,0,1,1,0,1,0,2,23,1,16,0,0,0
"217","061284  2","01",2,"0612842",0,2,0,1,2,1,1,16,16,3,0,0,3,1,0,1,1,2,30,1,16,2,1,0
"218","0612 9  2","01",1,"061292",1,2,0,1,2,1,1,20,18,3,25,0,2,1,0,3,0,2,23,1,18,0,0,0
"219","061262  2","01",6,"0612622",0,2,0,1,1,1,1,20,20,3,0,0,3,1,0,2,1,2,29,1,20,2,1,0
"220","061267  3","01",5,"0612673",0,2,0,1,5,2,1,20,18,2,2,0,5,1,0,3,0,2,38,1,18,1,0,0
"221","061220  2","01",7,"0612202",0,2,4,1,2,1,2,21,21,2,0,1,4,1,0,1,0,2,36,1,21,0,0,1
"222","2787 2  1","01",6,"278721",0,2,0,1,5,2,1,17,16,3,0,0,4,1,0,3,0,2,29,1,16,1,0,0
"223","278788  2","01",2,"2787882",0,2,0,1,2,1,1,18,17,2,0,0,4,1,0,1,1,2,30,1,17,2,1,0
"224","278718  1","01",0,"2787181",1,1,0,1,2,1,1,25,97,3,0,0,3,1,0,3,1,2,26,1,NA,2,1,0
"225","278797  2","01",15,"2787972",0,2,4,1,2,1,1,25,20,1,1,0,3,1,0,1,0,0,46,1,20,0,0,1
"226","278717  2","01",10,"2787172",0,2,0,1,1,1,1,21,21,3,1,2,5,1,0,3,1,2,47,1,21,2,1,0
"227","278767  4","01",0,"2787674",1,1,0,1,2,1,1,18,18,3,2,0,2,1,0,2,0,2,19,7,18,1,0,0
"228","314966  3","01",2,"3149663",1,2,0,1,2,1,1,22,24,1,1,2,1,1,0,2,1,2,26,7,24,2,1,0
"229","314999  1","01",11,"3149991",0,2,0,1,5,2,1,19,17,1,12,1,1,1,0,0,1,2,38,1,17,2,1,0
"230","314971  2","01",2,"3149712",1,1,0,1,2,1,1,19,19,1,1,0,1,1,0,1,0,2,23,1,19,0,0,0
"231","314963  4","01",2,"3149634",1,1,0,1,5,2,1,18,18,2,1,0,3,1,0,2,1,2,22,1,18,2,1,0
"232","314963  8","01",3,"3149638",1,2,0,1,2,1,1,15,15,1,0,0,3,1,0,2,0,2,19,1,15,0,0,0
"233","314949  2","01",2,"3149492",1,2,0,1,2,1,1,24,23,3,2,0,2,1,0,1,0,2,26,1,23,0,0,0
"234","314972  3","01",12,"3149723",1,2,0,1,5,2,1,17,18,3,90,0,2,1,0,1,1,2,31,1,18,2,1,0
"235","314938  2","01",1,"3149382",0,2,0,1,2,1,2,14,14,1,0,2,1,1,0,1,0,2,22,1,14,1,0,0
"236","314933  2","01",6,"3149332",1,1,0,1,2,1,1,20,20,2,0,0,1,1,0,1,0,2,29,1,20,1,0,0
"237","3149 3  4","01",1,"314934",1,2,0,1,2,1,1,22,22,2,3,0,3,1,0,2,0,2,28,1,22,0,0,0
"238","3149 3  9","01",1,"314939",1,2,0,1,2,1,1,17,17,2,0,0,3,1,0,2,0,2,19,1,17,0,0,0
"239","314979  2","01",1,"3149792",0,2,0,1,2,1,2,17,97,2,2,0,2,1,0,2,0,2,23,1,NA,1,0,0
"240","314940  1","01",1,"3149401",0,1,0,1,2,1,1,15,15,2,0,0,2,1,0,2,1,2,20,1,15,2,1,0
"241","314917  2","01",15,"3149172",0,1,0,1,1,1,1,20,16,3,2,2,4,1,0,2,1,2,46,1,16,2,1,0
"242","315350  2","01",1,"3153502",0,1,0,1,2,1,1,15,15,2,0,1,2,1,0,2,0,2,22,1,15,0,0,0
"243","315380  2","01",3,"3153802",0,1,4,1,2,1,2,19,19,3,0,0,2,1,0,3,0,2,26,1,19,0,0,1
"244","3153 2  2","01",3,"315322",0,1,0,1,2,1,1,17,97,1,0,0,1,1,0,0,0,2,27,1,NA,0,0,0
"245","315360  2","01",4,"3153602",0,2,0,1,2,1,2,13,13,1,0,2,3,1,0,1,1,1,47,1,13,2,1,0
"246","315312  2","01",12,"3153122",0,1,4,1,2,1,2,14,14,1,0,0,1,1,0,2,0,0,47,1,14,0,0,1
"247","315367  2","01",3,"3153672",0,1,0,1,2,1,1,13,14,3,0,1,4,1,0,3,1,2,22,1,14,2,1,0
"248","0399 1  2","01",9,"039912",0,1,0,1,2,1,1,15,15,1,0,2,1,1,0,1,1,1,34,1,15,2,1,0
"249","039932  2","01",11,"0399322",0,1,0,1,2,1,1,16,15,1,0,0,4,1,0,1,1,1,35,1,15,2,1,0
"250","0399 6  2","01",15,"039962",0,2,0,1,2,1,2,14,14,1,0,2,1,1,0,1,0,1,44,1,14,0,0,0
"251","0399 6  7","01",1,"039967",1,1,0,1,2,1,1,12,13,1,20,0,1,1,0,1,0,2,16,1,13,0,0,0
"252","039938  2","01",7,"0399382",0,2,0,1,2,1,1,19,18,1,0,1,2,1,0,1,1,1,34,1,18,2,1,0
"253","039963  2","01",11,"0399632",0,1,0,1,2,1,1,15,15,0,0,2,1,1,0,1,0,0,38,1,15,0,0,0
"254","039929  2","01",12,"0399292",0,1,0,1,2,1,1,15,16,1,0,2,1,1,0,1,0,2,39,1,16,0,0,0
"255","039929  3","01",0,"0399293",1,2,0,1,2,1,1,18,18,2,4,0,1,1,0,1,0,2,19,1,18,0,0,0
"256","039919  2","01",2,"0399192",0,1,0,1,1,1,2,17,17,2,30,0,1,1,0,2,1,2,31,1,17,2,1,0
"257","039988  2","01",1,"0399882",0,1,0,1,2,1,1,17,16,1,2,1,1,1,0,0,1,2,31,1,16,2,1,0
"258","039996  6","01",1,"0399966",1,1,0,1,2,1,1,20,18,2,0,2,2,1,0,2,0,2,22,1,18,0,0,0
"259","039960  2","01",12,"0399602",0,1,4,1,2,1,2,17,12,0,0,0,1,1,0,0,0,0,36,1,12,0,0,1
"260","039971  2","01",2,"0399712",0,2,0,1,2,1,1,18,18,0,0,1,1,1,0,0,1,0,32,1,18,2,1,0
"261","190382  2","01",3,"1903822",0,1,0,1,2,1,2,17,17,1,0,0,2,1,0,2,0,2,29,1,17,0,0,0
"262","190351  2","01",2,"1903512",1,2,0,1,5,2,1,15,16,2,30,0,2,1,0,1,0,2,19,1,16,0,0,0
"263","190384  2","01",15,"1903842",0,2,0,1,2,1,2,16,14,1,6,2,5,1,0,1,0,0,41,1,14,0,0,0
"264","190342  3","01",0,"1903423",1,1,0,1,5,2,2,16,15,1,1,0,2,1,0,1,0,2,22,1,15,0,0,0
"265","190320  3","01",4,"1903203",0,2,0,1,5,2,1,14,16,1,4,0,3,1,0,1,1,2,31,1,16,2,1,0
"266","190380  2","01",8,"1903802",0,1,0,1,2,1,1,16,16,2,1,2,4,1,0,1,1,2,31,1,16,2,1,0
"267","190327  2","01",8,"1903272",1,2,0,1,5,2,1,41,30,1,0,0,3,1,0,1,1,0,49,1,30,2,1,0
"268","190372  6","01",0,"1903726",1,1,0,1,2,1,1,18,16,2,2,0,4,1,0,3,0,2,19,7,16,0,0,0
"269","2868 1  1","01",6,"286811",0,2,0,1,2,1,2,11,14,1,1,1,2,1,0,2,1,2,41,1,14,2,1,0
"270","286867  2","01",1,"2868672",0,1,0,1,2,1,1,18,18,2,3,2,1,1,0,1,0,2,34,1,18,0,0,0
"271","286816  1","01",13,"2868161",0,1,0,1,5,2,2,11,11,0,1,0,1,1,0,8,0,0,35,1,11,0,0,0
"272","286860  1","01",6,"2868601",0,1,0,1,2,1,1,17,16,3,0,2,2,1,0,1,1,2,29,1,16,2,1,0
"273","286865  2","01",3,"2868652",0,2,0,1,2,1,1,24,24,3,2,2,1,1,0,2,1,2,33,1,24,2,1,0
"274","286899  1","01",1,"2868991",0,2,0,1,2,1,1,14,15,2,1,2,2,1,0,1,0,2,26,1,15,0,0,0
"275","286818  2","01",2,"2868182",1,2,0,1,2,1,1,19,19,3,0,0,3,1,0,3,0,2,27,1,19,0,0,0
"276","286850  1","01",1,"2868501",0,1,0,1,2,1,1,10,13,1,0,1,2,1,0,8,0,1,21,1,13,0,0,0
"277","286871  2","01",5,"2868712",0,1,0,1,2,1,1,12,12,1,1,0,1,1,0,1,1,0,21,1,12,2,1,0
"278","286834  2","01",9,"2868342",0,1,0,1,2,1,1,25,25,3,2,2,3,1,0,1,1,2,42,1,25,2,1,0
"279","177632  2","01",12,"1776322",0,1,0,1,1,1,2,18,17,3,1,2,4,1,0,3,0,2,42,1,17,1,0,0
"280","177667  2","01",1,"1776672",0,1,0,1,2,1,2,21,22,3,3,0,3,1,0,2,1,2,36,1,22,2,1,0
"281","177640  2","01",3,"1776402",0,1,0,1,2,1,1,15,15,3,0,2,2,1,0,1,1,2,33,1,15,2,1,0
"282","177683  1","01",6,"1776831",1,2,0,1,2,1,1,24,17,3,5,0,3,1,0,2,0,2,25,1,17,0,0,0
"283","177636  3","01",1,"1776363",0,2,0,1,1,1,1,18,19,3,0,2,4,1,0,2,1,2,29,1,19,2,1,0
"284","177695  2","01",1,"1776952",1,1,0,1,2,1,1,17,15,3,0,2,4,1,0,3,1,2,19,1,15,2,1,0
"285","1776 1  2","01",8,"177612",0,2,0,1,2,1,1,13,16,1,0,0,3,1,0,1,1,0,31,1,16,2,1,0
"286","252010  1","01",7,"2520101",0,1,0,1,2,1,2,15,14,3,5,0,1,1,0,1,1,2,30,1,14,2,1,0
"287","252021  2","01",16,"2520212",0,2,0,1,1,1,1,12,14,3,0,2,3,1,0,1,1,2,42,1,14,2,1,0
"288","252045  2","01",2,"2520452",1,2,0,1,2,1,2,12,13,2,1,0,2,1,0,1,0,2,18,1,13,0,0,0
"289","252064  2","01",3,"2520642",1,1,0,1,2,1,1,19,24,3,0,0,3,1,0,3,1,2,28,1,24,2,1,0
"290","252076  4","01",2,"2520764",1,2,0,1,2,1,1,29,19,3,60,0,4,1,0,3,0,2,33,7,19,0,0,0
"291","252024  2","01",13,"2520242",0,1,0,1,2,1,1,13,97,2,0,0,2,1,0,1,1,2,43,1,NA,2,1,0
"292","2520 5  1","01",3,"252051",0,1,0,1,5,2,1,11,13,2,1,0,1,1,0,1,0,2,24,1,13,0,0,0
"293","252036  3","01",3,"2520363",1,2,0,1,2,1,1,28,28,3,0,0,3,1,0,2,1,2,39,1,28,2,1,0
"294","252036  4","01",3,"2520364",1,2,0,1,0,0,NA,NA,20,3,0,0,3,1,0,NA,1,2,36,1,20,2,1,0
"295","252031  3","01",3,"2520313",1,2,0,1,5,2,1,10,17,2,0,0,2,1,0,2,0,2,21,1,17,0,0,0
"296","313514  2","01",7,"3135142",0,1,0,1,2,1,1,18,18,2,0,0,4,1,0,2,0,2,32,1,18,0,0,0
"297","3135 6  4","01",1,"313564",1,1,0,1,2,1,1,18,18,3,3,0,4,1,0,2,0,2,21,1,18,0,0,0
"298","313582  2","01",7,"3135822",0,1,0,1,2,1,2,17,16,3,1,2,3,1,0,1,0,2,35,1,16,0,0,0
"299","313580  2","01",3,"3135802",0,1,0,1,2,1,2,19,18,2,1,0,2,1,0,0,1,2,35,1,18,2,1,0
"300","313557  2","01",13,"3135572",0,1,0,1,5,2,1,15,15,1,1,2,2,1,0,1,1,0,40,1,15,2,1,0
"301","313574  1","01",2,"3135741",1,1,0,1,5,2,1,17,17,2,3,0,2,1,0,3,0,2,23,1,17,0,0,0
"302","313563  4","01",0,"3135634",0,1,0,1,2,1,2,15,15,1,0,0,1,1,0,2,0,2,30,1,15,0,0,0
"303","313590  2","01",16,"3135902",1,1,0,1,1,1,1,15,15,3,0,2,3,1,0,1,1,2,38,1,15,2,1,0
"304","313596  2","01",1,"3135962",0,1,0,1,2,1,2,14,13,2,0,0,1,1,0,0,0,2,28,1,13,1,0,0
"305","123318  2","01",2,"1233182",0,1,0,1,2,1,1,18,18,1,0,2,3,1,0,1,0,0,36,1,18,0,0,0
"306","123346  1","01",2,"1233461",0,1,0,1,2,1,1,18,16,3,0,0,3,1,0,3,0,2,31,1,16,0,0,0
"307","123327  2","01",3,"1233272",1,2,0,1,2,1,2,13,12,1,3,1,4,1,0,8,0,0,19,7,12,0,0,0
"308","123334  2","01",15,"1233342",0,2,0,1,5,2,1,16,17,2,0,0,3,1,0,3,1,2,36,1,17,2,1,0
"309","123334  3","01",1,"1233343",1,2,0,1,0,0,NA,NA,15,3,0,0,3,1,0,NA,0,2,17,1,15,0,0,0
"310","123360  2","01",8,"1233602",0,2,0,1,2,1,2,19,19,3,3,2,3,1,0,1,1,2,35,1,19,2,1,0
"311","1233 2  2","01",4,"123322",0,1,0,1,2,1,1,19,19,3,0,1,3,1,0,1,1,2,33,1,19,2,1,0
"312","123381  2","01",11,"1233812",0,1,0,1,1,1,1,22,17,3,0,2,5,1,0,2,1,2,39,1,17,2,1,0
"313","123355  2","01",1,"1233552",1,1,0,1,1,1,2,16,16,1,0,0,1,1,0,2,0,2,20,1,16,0,0,0
"314","1233 3  2","01",12,"123332",0,2,0,1,2,1,1,17,17,1,1,2,4,1,0,0,0,2,36,1,17,0,0,0
"315","123337  2","01",0,"1233372",0,2,0,1,2,1,1,22,22,3,3,2,4,1,0,3,1,2,33,1,22,2,1,0
"316","310112  2","01",1,"3101122",0,2,0,1,2,1,1,17,17,2,1,0,1,1,0,1,0,2,22,1,17,0,0,0
"317","310193  6","01",1,"3101936",1,1,0,1,2,1,1,19,17,2,0,0,3,1,0,3,0,2,22,1,17,1,0,0
"318","310189  2","01",3,"3101892",0,2,0,1,2,1,1,15,15,1,0,0,3,1,0,1,0,2,32,1,15,0,0,0
"319","310143  1","01",2,"3101431",0,1,0,1,1,1,2,17,17,1,0,0,4,1,0,1,0,2,40,1,17,0,0,0
"320","058977  2","01",4,"0589772",1,2,0,1,2,1,2,16,16,2,2,2,2,1,0,2,0,2,24,1,16,0,0,0
"321","0589 6  2","01",10,"058962",0,1,0,1,1,1,1,16,16,2,0,2,1,1,0,1,0,2,36,1,16,0,0,0
"322","0589 3  1","01",15,"058931",0,1,0,1,2,1,1,13,13,1,0,2,1,1,0,1,0,1,49,1,13,0,0,0
"323","058962  2","01",8,"0589622",0,1,0,1,1,1,1,18,17,3,0,2,3,1,0,2,1,2,39,1,17,2,1,0
"324","058986  2","01",0,"0589862",1,1,0,1,2,1,1,14,13,1,2,2,1,1,0,1,0,1,15,1,13,0,0,0
"325","058981  2","01",1,"0589812",0,2,0,1,2,1,2,15,15,2,0,2,1,1,0,3,0,2,27,1,15,0,0,0
"326","058963  2","01",9,"0589632",0,2,0,1,2,1,1,18,17,1,0,2,1,1,0,0,0,1,34,1,17,1,0,0
"327","218643  5","01",0,"2186435",0,2,0,1,5,2,1,18,18,2,0,0,2,2,0,2,1,2,22,7,18,2,1,0
"328","218680  1","01",6,"2186801",0,2,0,1,2,1,1,13,13,0,2,0,2,2,0,0,0,0,37,2,13,0,0,0
"329","218677  4","01",1,"2186774",0,2,0,1,2,1,1,13,13,3,0,0,2,2,0,2,0,2,31,2,13,0,0,0
"330","218635  2","01",4,"2186352",1,1,0,1,2,1,1,17,19,2,0,0,2,2,0,3,1,2,27,2,19,2,1,0
"331","218665  1","01",4,"2186651",0,1,0,1,2,1,2,19,17,1,1,1,2,2,0,3,0,2,39,2,17,0,0,0
"332","218653  1","01",16,"2186531",0,2,0,1,2,1,1,20,20,1,15,2,2,2,0,2,1,2,47,2,20,2,1,0
"333","218653  8","01",0,"2186538",1,2,0,1,2,1,1,16,14,2,4,0,2,2,0,2,0,2,16,2,14,0,0,0
"334","218671  1","01",4,"2186711",0,2,0,1,5,2,2,17,17,2,2,0,1,2,0,2,0,2,32,2,17,0,0,0
"335","214092  2","01",2,"2140922",0,1,0,1,2,1,2,17,16,2,0,0,2,2,0,1,0,2,24,2,16,0,0,0
"336","214069  1","01",11,"2140691",0,2,0,1,2,1,1,17,97,1,0,1,2,2,0,1,1,1,35,2,NA,2,1,0
"337","214035  1","01",2,"2140351",0,2,0,1,5,2,1,15,15,2,4,0,2,2,0,1,0,2,20,2,15,1,0,0
"338","214083  1","01",3,"2140831",0,1,0,1,1,1,1,15,15,2,0,2,2,2,0,2,0,2,28,2,15,0,0,0
"339","214030  3","01",1,"2140303",0,2,0,1,2,1,1,18,97,1,0,0,1,2,0,1,0,2,21,2,NA,0,0,0
"340","214039  2","01",2,"2140392",0,1,0,1,2,1,1,14,14,1,0,2,1,2,0,1,0,2,23,2,14,0,0,0
"341","214015  2","01",0,"2140152",0,2,0,1,1,1,1,14,14,1,0,0,2,2,0,1,0,2,23,2,14,0,0,0
"342","2140 9  2","01",0,"214092",0,1,0,1,2,1,1,14,14,1,1,2,1,2,0,1,1,1,27,2,14,2,1,0
"343","214068  1","01",6,"2140681",0,2,0,1,2,1,1,12,12,1,5,1,1,2,0,2,1,2,27,2,12,2,1,0
"344","214058  2","01",3,"2140582",1,1,0,1,2,1,1,13,13,2,2,0,1,2,0,8,1,2,17,2,13,2,1,0
"345","214053  2","01",15,"2140532",0,1,0,1,2,1,1,14,14,1,0,3,1,2,0,1,0,0,49,2,14,0,0,0
"346","214060  2","01",3,"2140602",0,2,0,1,2,1,1,18,18,3,0,2,3,2,0,1,1,2,33,2,18,2,1,0
"347","1998 6  2","01",6,"199862",0,1,0,1,2,1,1,21,21,3,1,2,3,2,0,1,1,2,42,2,21,2,1,0
"348","199879  1","01",15,"1998791",0,2,0,1,5,2,2,12,12,1,1,0,2,2,0,8,1,1,42,2,12,2,1,0
"349","199888  1","01",7,"1998881",0,2,0,1,2,1,2,16,16,1,0,1,2,2,0,2,1,2,41,2,16,2,1,0
"350","199887  2","01",3,"1998872",0,1,0,1,2,1,2,15,17,1,0,1,1,2,0,1,0,1,42,2,17,0,0,0
"351","199842  2","01",4,"1998422",0,1,0,1,2,1,1,15,12,1,0,2,1,2,0,0,0,0,35,2,12,0,0,0
"352","236356  2","01",12,"2363562",0,2,4,1,1,1,1,19,19,2,3,2,1,2,0,0,1,2,37,2,19,2,1,1
"353","236327  3","01",5,"2363273",0,1,0,1,2,1,1,22,13,1,0,0,1,2,0,1,0,1,45,2,13,0,0,0
"354","236391  2","01",1,"2363912",0,2,4,1,2,1,2,13,12,1,1,0,1,2,0,0,1,2,29,2,12,2,1,1
"355","235176  5","01",3,"2351765",0,2,0,1,0,0,NA,NA,15,2,0,0,3,2,0,NA,1,2,20,2,15,2,1,0
"356","235156  2","01",12,"2351562",0,1,4,1,2,1,2,13,13,1,0,0,1,2,0,0,0,1,49,2,13,0,0,1
"357","235164  2","01",2,"2351642",1,1,0,1,0,0,NA,NA,17,3,0,0,3,2,0,NA,1,2,35,2,17,2,1,0
"358","235164  3","01",10,"2351643",0,2,0,1,0,0,NA,NA,14,1,0,0,3,2,0,NA,0,2,38,2,14,0,0,0
"359","235161  2","01",11,"2351612",0,1,0,1,2,1,1,15,14,3,8,2,2,2,0,1,0,2,30,2,14,1,0,0
"360","235158  2","01",12,"2351582",0,1,0,1,2,1,1,16,16,1,11,1,2,2,0,1,1,2,32,2,16,3,1,0
"361","235111  2","01",13,"2351112",0,1,0,1,2,1,1,26,17,1,4,2,1,2,0,1,0,2,46,2,17,0,0,0
"362","235127  2","01",12,"2351272",0,2,0,1,5,2,2,22,22,1,1,0,2,2,0,8,0,2,44,2,22,0,0,0
"363","235173  2","01",15,"2351732",0,2,0,1,2,1,1,13,14,1,0,2,2,2,0,1,1,2,36,2,14,2,1,0
"364","235177  1","01",4,"2351771",0,2,0,1,2,1,2,17,19,1,3,0,1,2,0,0,1,2,35,2,19,2,1,0
"365","235198  3","01",1,"2351983",1,1,0,1,0,0,NA,NA,16,2,0,0,1,2,0,NA,1,2,19,2,16,2,1,0
"366","235136  2","01",1,"2351362",0,2,0,1,2,1,1,22,22,0,0,0,2,2,0,1,0,0,27,2,22,0,0,0
"367","235140  6","01",2,"2351406",1,1,0,1,2,1,1,18,16,2,0,0,2,2,0,2,0,2,20,2,16,0,0,0
"368","248738  2","01",13,"2487382",0,1,0,1,2,1,1,11,11,1,0,1,1,1,0,0,1,1,46,1,11,2,1,0
"369","248741  1","01",13,"2487411",0,1,0,1,2,1,1,16,16,2,0,2,2,1,0,1,0,2,42,1,16,0,0,0
"370","248790  2","01",12,"2487902",0,2,0,1,2,1,1,17,17,0,2,0,1,1,0,1,1,0,41,1,17,2,1,0
"371","248744  2","01",3,"2487442",0,1,0,1,1,1,1,30,17,2,0,2,3,1,0,1,0,2,40,1,17,0,0,0
"372","248716  1","01",6,"2487161",0,2,0,1,2,1,1,20,20,1,0,2,1,1,0,1,1,1,40,1,20,2,1,0
"373","2487 4  2","01",0,"248742",0,2,0,1,2,1,1,16,19,3,0,0,2,1,0,1,0,2,27,1,19,0,0,0
"374","248761  2","01",5,"2487612",1,1,0,1,2,1,1,17,18,1,0,0,4,1,0,1,0,2,23,1,18,0,0,0
"375","248782  2","01",3,"2487822",0,2,0,1,2,1,1,17,19,2,0,0,2,1,0,2,0,2,31,1,19,0,0,0
"376","132714  2","01",2,"1327142",0,1,0,1,1,1,1,19,19,3,0,0,2,1,0,1,0,2,35,1,19,0,0,0
"377","132785  1","01",3,"1327851",0,1,0,1,1,1,2,12,13,2,0,0,4,1,0,3,0,2,24,1,13,0,0,0
"378","132767  2","01",0,"1327672",0,1,0,1,2,1,2,19,19,2,7,0,3,1,0,1,0,2,34,1,19,0,0,0
"379","132798  1","01",16,"1327981",0,1,0,1,5,2,2,15,15,1,0,1,2,1,0,8,0,0,47,1,15,0,0,0
"380","132718  2","01",0,"1327182",0,1,0,1,2,1,2,17,17,1,0,0,1,1,0,1,0,1,21,1,17,0,0,0
"381","132754  2","01",10,"1327542",0,2,0,1,2,1,2,13,13,0,1,0,1,1,0,1,0,0,34,1,13,0,0,0
"382","132784  1","01",5,"1327841",0,2,4,1,5,2,1,15,6,3,7,2,2,1,0,3,0,2,24,1,6,0,0,1
"383","132716  3","01",0,"1327163",1,1,0,1,5,2,1,18,17,2,1,0,2,1,0,1,0,2,19,1,17,0,0,0
"384","132745  2","01",0,"1327452",1,1,0,1,2,1,1,16,16,2,0,0,1,1,0,2,1,2,19,1,16,2,1,0
"385","132712  4","01",1,"1327124",0,1,0,1,5,2,2,16,16,2,0,0,2,1,0,2,1,2,21,1,16,2,1,0
"386","132712  5","01",1,"1327125",1,1,0,1,5,2,1,14,14,2,1,0,2,1,0,1,0,2,16,1,14,0,0,0
"387","132761  1","01",0,"1327611",0,2,0,1,5,2,2,15,15,2,1,0,2,1,0,0,1,2,37,1,15,2,1,0
"388","132787  2","01",0,"1327872",0,2,0,1,2,1,2,16,16,1,0,0,1,1,0,8,0,2,23,1,16,1,0,0
"389","272910  2","01",6,"2729102",0,1,0,1,1,1,1,24,24,3,1,2,3,1,0,1,1,2,41,1,24,2,1,0
"390","272981  2","01",6,"2729812",1,2,4,1,1,1,2,29,17,1,1,0,1,1,0,1,0,3,29,1,17,0,0,1
"391","272961  2","01",2,"2729612",0,2,0,1,2,1,1,20,97,1,2,0,2,1,0,1,1,1,24,1,NA,2,1,0
"392","272957  2","01",12,"2729572",0,1,0,1,1,1,1,25,25,3,0,2,3,1,0,2,NA,2,45,1,25,0,0,0
"393","2729 8  4","01",1,"272984",0,2,0,1,2,1,1,20,20,3,0,2,2,1,0,3,0,2,28,7,20,0,0,0
"394","272911  1","01",1,"2729111",0,2,0,1,5,2,1,20,97,2,0,1,2,1,0,2,0,2,23,1,NA,1,0,0
"395","272974  2","01",4,"2729742",0,2,0,1,2,1,1,16,16,3,0,0,2,1,0,2,0,2,31,1,16,0,0,0
"396","272965  1","01",14,"2729651",0,1,0,1,3,2,1,17,17,2,2,2,2,1,0,2,0,2,41,1,17,1,0,0
"397","272919  2","01",16,"2729192",0,2,0,1,2,1,1,19,19,2,0,2,3,1,0,0,0,2,44,1,19,0,0,0
"398","272979  2","01",1,"2729792",0,1,0,1,2,1,1,20,18,3,0,0,2,1,0,3,1,2,27,1,18,2,1,0
"399","324651  2","01",3,"3246512",0,1,0,1,2,1,1,17,17,3,0,1,2,1,0,1,0,2,30,1,17,1,0,0
"400","324662  3","01",1,"3246623",0,2,0,1,5,2,1,15,15,1,0,2,3,1,0,1,0,2,21,1,15,1,0,0
"401","324628  1","01",9,"3246281",0,2,0,1,2,1,1,18,18,1,1,2,2,1,0,1,0,1,40,1,18,0,0,0
"402","324696  2","01",16,"3246962",0,2,4,1,2,1,1,16,97,0,2,0,1,1,0,1,0,0,40,1,NA,0,0,1
"403","3246 3  2","01",0,"324632",1,1,0,1,2,1,1,16,97,1,0,0,1,1,0,1,0,2,17,1,NA,0,0,0
"404","324664  2","01",5,"3246642",0,1,4,1,5,2,1,18,16,2,50,0,2,1,0,3,0,2,25,7,16,0,0,1
"405","324620  1","01",1,"3246201",0,1,0,1,5,2,1,18,15,2,0,0,2,1,0,2,1,2,25,1,15,2,1,0
"406","324622  1","01",2,"3246221",1,1,0,1,2,1,1,17,16,1,0,0,1,1,0,1,0,1,20,1,16,0,0,0
"407","324646  5","01",2,"3246465",1,2,0,1,5,2,1,20,17,2,0,0,1,1,0,2,0,2,23,1,17,0,0,0
"408","324613  2","01",15,"3246132",0,2,0,1,2,1,1,17,17,3,0,0,3,1,0,2,1,2,40,1,17,2,1,0
"409","038360  5","01",4,"0383605",1,2,0,1,2,1,1,18,15,2,0,2,1,1,0,1,0,2,21,1,15,0,0,0
"410","038360  6","01",1,"0383606",0,2,0,1,2,1,2,16,13,0,0,0,1,1,0,1,0,0,20,1,13,0,0,0
"411","038351  2","01",2,"0383512",1,2,0,1,2,1,1,15,15,1,0,0,2,1,0,1,0,0,18,1,15,0,0,0
"412","038315  1","01",5,"0383151",0,2,0,1,5,2,1,17,17,1,0,1,1,1,0,8,1,2,44,1,17,2,1,0
"413","038349  2","01",4,"0383492",1,1,0,1,2,1,1,15,15,2,2,0,1,1,0,2,0,2,21,7,15,1,0,0
"414","038387  2","01",7,"0383872",1,1,0,1,5,2,1,17,16,2,25,0,4,1,0,2,0,2,26,1,16,1,0,0
"415","038344  2","01",0,"0383442",1,1,0,1,2,1,1,14,13,1,3,0,1,1,0,1,0,2,15,1,13,0,0,0
"416","038314  2","01",2,"0383142",1,2,0,1,2,1,1,30,25,3,2,0,2,1,0,3,1,2,31,1,25,2,1,0
"417","038385  1","01",2,"0383851",0,2,0,1,5,2,1,18,19,1,0,0,1,1,0,2,0,0,27,1,19,0,0,0
"418","237943  2","01",12,"2379432",0,2,0,1,2,1,1,20,19,0,20,2,1,1,0,1,0,0,46,1,19,0,0,0
"419","237983  2","01",12,"2379832",0,1,0,1,2,1,1,14,14,1,1,2,3,1,0,0,1,2,44,1,14,2,1,0
"420","237991  2","01",2,"2379912",1,2,0,1,2,1,1,18,18,3,1,0,2,1,0,2,0,2,21,1,18,0,0,0
"421","237928  2","01",6,"2379282",0,2,4,1,2,1,2,18,17,3,0,0,1,1,0,0,0,2,32,1,17,0,0,1
"422","237986  4","01",0,"2379864",1,2,0,1,2,1,1,19,18,1,2,2,1,1,0,3,1,1,23,7,18,2,1,0
"423","237922  2","01",0,"2379222",1,2,0,1,2,1,1,16,14,1,1,2,2,1,0,1,1,2,19,1,14,2,1,0
"424","237984  1","01",8,"2379841",0,1,0,1,2,1,2,15,15,1,1,2,1,1,0,1,0,2,46,1,15,0,0,0
